Accident ID,Date,Time,Latitude,Longitude,Location,Weather Condition,Road Condition,Vehicles Involved,Casualties,Turning Radii,Steep Slope Angles,Cause
b8ed7a9f,01-06-2024,4:08:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Wet,5,10,10,12,Weather Conditions
9c3168f9,01-06-2024,6:08:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Icy,3,5,10,12,Drunk Driving
27ccdaa7,01-07-2024,2:39:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Hail,Wet,3,7,14,14,Reckless Driving
d8863ff5,01-07-2024,3:23:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Hail,Frosty,4,3,8,8,Speeding
a00e900b,01-07-2024,5:34:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Dry,1,7,10,12,Weather Conditions
69141653,01-07-2024,5:44:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Frost,Dry,3,7,12,12,Speeding
5496920c,01-07-2024,8:57:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Hail,Icy,1,10,6,9,Distracted Driving
94db8df3,01-07-2024,1:31:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Wet,5,6,6,10,Reckless Driving
396cf65b,01-07-2024,4:11:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Clear,Gravel,4,1,10,11,Speeding
4bf0df06,01-07-2024,6:22:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Frost,Wet,3,6,7,10,Speeding
8ebd228b,01-07-2024,6:35:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Wet,5,9,6,9,Speeding
479f7dc0,01-07-2024,7:38:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Clear,Icy,3,7,7,10,Drunk Driving
0db34ea3,01-07-2024,10:11:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Rain,Frosty,3,0,12,12,Distracted Driving
a2342c44,01-07-2024,11:47:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Rain,Frosty,4,3,8,8,Distracted Driving
9cc19114,01-08-2024,3:51:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Wet,5,1,14,14,Reckless Driving
db6c7b88,01-08-2024,7:04:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Hail,Frosty,3,5,8,13,Speeding
f88a1a03,01-08-2024,8:34:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Icy,5,2,6,9,Distracted Driving
63e1188e,01-08-2024,9:51:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Icy,1,7,10,12,Reckless Driving
0.00E+00,01-08-2024,2:04:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Clear,Dry,2,4,12,12,Mechanical Failure
a61d6bcd,01-08-2024,6:08:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Frosty,2,8,14,14,Distracted Driving
38be8e4a,01-08-2024,7:14:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Rain,Gravel,2,8,6,9,Speeding
8d313013,01-08-2024,8:12:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Fog,Icy,2,5,8,13,Weather Conditions
565e9c39,01-08-2024,10:41:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Rain,Icy,5,3,10,11,Weather Conditions
da30dcef,01-08-2024,10:50:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Gravel,4,5,12,12,Reckless Driving
85def249,01-09-2024,12:56:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Icy,3,7,8,8,Distracted Driving
4250da0b,01-09-2024,12:58:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Under Construction,4,10,14,14,Weather Conditions
b2d3789f,01-09-2024,5:44:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Frosty,3,10,6,10,Drunk Driving
e59068eb,01-09-2024,8:34:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Wet,5,10,8,8,Distracted Driving
a4624794,01-09-2024,12:15:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Gravel,3,9,10,11,Speeding
02a2d394,01-09-2024,5:34:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Clear,Gravel,1,0,12,12,Speeding
7bb0f78c,01-09-2024,7:37:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Gravel,5,6,8,8,Reckless Driving
4d01536a,01-09-2024,11:38:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Rain,Dry,1,10,6,9,Weather Conditions
d7c9bd50,01-10-2024,4:28:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Frost,Icy,3,5,7,10,Speeding
d0ec4a6d,01-10-2024,5:48:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Dry,1,7,6,10,Speeding
9d7d76be,01-10-2024,6:20:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Fog,Dry,5,3,8,8,Distracted Driving
89beb8fc,01-10-2024,7:35:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Hail,Under Construction,5,10,7,7,Weather Conditions
13c6afc0,01-10-2024,7:50:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Frosty,4,1,8,8,Distracted Driving
c3cc2756,01-10-2024,9:03:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Fog,Under Construction,1,8,10,11,Distracted Driving
c8274193,01-10-2024,9:57:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Icy,5,4,6,10,Reckless Driving
2ec081ae,01-10-2024,10:45:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Storm,Dry,2,4,8,13,Reckless Driving
8c534438,01-10-2024,11:27:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Hail,Frosty,5,5,6,10,Drunk Driving
9d1d57a2,01-10-2024,12:30:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Storm,Icy,2,3,8,8,Distracted Driving
7a9ab7d4,01-10-2024,12:54:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Under Construction,2,5,8,13,Distracted Driving
b2ab641e,01-10-2024,4:00:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Hail,Wet,1,5,7,7,Reckless Driving
dd5be0e1,01-10-2024,5:30:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Dry,4,5,6,9,Drunk Driving
a827cbd7,01-10-2024,6:18:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Wet,1,3,6,10,Drunk Driving
1b09a300,01-10-2024,7:27:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Fog,Dry,5,9,10,11,Drunk Driving
27afbe76,01-10-2024,7:27:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Icy,2,2,6,10,Weather Conditions
4c1029cd,01-10-2024,10:51:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Frosty,4,9,12,12,Reckless Driving
cf5ff5f8,01-11-2024,1:13:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Fog,Frosty,1,5,10,11,Reckless Driving
35aa0463,01-11-2024,3:30:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Hail,Under Construction,5,8,8,8,Drunk Driving
167aaaf3,01-11-2024,4:34:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Frost,Under Construction,4,4,12,12,Speeding
62c33a9a,01-11-2024,5:09:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Frost,Frosty,4,9,14,14,Speeding
4d2ca118,01-11-2024,6:11:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Fog,Wet,2,1,6,9,Speeding
16a03a34,01-11-2024,6:18:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Frost,Dry,4,1,6,10,Mechanical Failure
2cd5ce13,01-11-2024,8:53:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Clear,Frosty,3,4,12,12,Mechanical Failure
554c8008,01-11-2024,9:55:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Frosty,2,2,6,10,Distracted Driving
75ca6e83,01-11-2024,1:09:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Clear,Gravel,2,3,7,7,Drunk Driving
e75a00f0,01-11-2024,2:38:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Hail,Gravel,5,5,8,8,Distracted Driving
2bff03cc,01-11-2024,4:25:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Icy,2,2,6,9,Mechanical Failure
376b4140,01-11-2024,9:44:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Clear,Gravel,1,6,14,14,Drunk Driving
74de70d4,01-11-2024,11:39:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Gravel,2,0,6,10,Reckless Driving
a957f561,01-12-2024,12:46:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Icy,4,5,10,12,Mechanical Failure
1a4339e4,01-12-2024,1:19:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Gravel,4,2,8,13,Reckless Driving
fa11bb49,01-12-2024,3:56:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Storm,Wet,1,10,8,13,Weather Conditions
def4df17,01-12-2024,3:57:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Icy,3,8,8,8,Reckless Driving
8cf4d673,01-12-2024,4:59:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Icy,2,5,10,12,Drunk Driving
e0998c97,01-12-2024,5:02:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Frosty,5,7,10,12,Mechanical Failure
cc9d8239,01-12-2024,5:48:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Icy,3,9,12,12,Drunk Driving
4f569638,01-12-2024,6:41:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Fog,Under Construction,2,9,7,10,Reckless Driving
5ae2b1fa,01-12-2024,7:56:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Clear,Icy,5,4,7,10,Distracted Driving
56a3ad55,01-12-2024,12:21:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Rain,Under Construction,1,10,7,10,Speeding
dbd65ab5,01-12-2024,2:12:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Storm,Gravel,3,3,8,8,Speeding
138eac3e,01-12-2024,6:23:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Clear,Frosty,2,3,6,9,Speeding
2960a9ec,01-12-2024,9:06:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Frosty,4,4,14,14,Mechanical Failure
af008900,01-12-2024,9:09:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Under Construction,4,9,6,10,Speeding
31767199,01-12-2024,10:09:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Rain,Dry,3,2,12,12,Drunk Driving
140b2cb9,01-12-2024,10:41:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Frost,Frosty,5,10,14,14,Drunk Driving
814958ed,1/13/2024,12:09:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Wet,3,3,6,10,Distracted Driving
1bb9e2f3,1/13/2024,12:37:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Gravel,1,4,10,11,Drunk Driving
934cc772,1/13/2024,12:47:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Wet,3,7,10,11,Drunk Driving
da7a56c1,1/13/2024,12:48:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Frost,Icy,3,9,8,8,Drunk Driving
6170693b,1/13/2024,1:33:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Rain,Gravel,2,8,8,8,Mechanical Failure
76c94484,1/13/2024,2:09:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Rain,Frosty,2,2,6,9,Distracted Driving
643be0f5,1/13/2024,2:41:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Clear,Icy,5,5,10,11,Distracted Driving
5ce28387,1/13/2024,3:50:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Icy,4,10,8,8,Speeding
bec1e858,1/13/2024,4:34:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Icy,4,3,6,9,Drunk Driving
c4dde692,1/13/2024,5:27:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Clear,Dry,1,4,8,13,Speeding
1d73a85e,1/13/2024,9:59:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Under Construction,5,4,8,8,Distracted Driving
9a0eeb87,1/13/2024,10:05:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Icy,3,10,6,10,Weather Conditions
6d96bbc6,1/13/2024,11:21:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Dry,1,9,14,14,Weather Conditions
9d0c2694,1/13/2024,11:55:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Frosty,4,3,10,11,Speeding
4476ad78,1/13/2024,12:52:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Icy,2,8,8,8,Reckless Driving
204fb9b5,1/13/2024,12:54:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Under Construction,5,3,8,13,Drunk Driving
2ab73978,1/13/2024,2:07:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Fog,Icy,1,1,6,9,Speeding
62a1d956,1/13/2024,3:58:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Gravel,3,2,10,11,Mechanical Failure
9051a796,1/13/2024,4:40:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Frost,Frosty,5,8,14,14,Weather Conditions
b55c6238,1/13/2024,7:21:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Fog,Gravel,3,8,8,13,Weather Conditions
bade926f,1/13/2024,10:44:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Rain,Icy,4,4,8,8,Drunk Driving
657835de,1/14/2024,12:22:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Under Construction,1,5,6,10,Weather Conditions
f942146a,1/14/2024,1:05:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Rain,Gravel,4,6,12,12,Mechanical Failure
234f2bea,1/14/2024,4:22:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Rain,Dry,1,10,8,13,Mechanical Failure
9867097e,1/14/2024,11:22:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Icy,3,4,14,14,Reckless Driving
8336a255,1/14/2024,12:01:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Hail,Gravel,1,3,7,10,Reckless Driving
5c17acd8,1/14/2024,2:30:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Hail,Wet,5,4,14,14,Weather Conditions
e81c7e61,1/14/2024,3:42:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Icy,4,2,8,8,Weather Conditions
abda4663,1/14/2024,4:19:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Rain,Icy,5,2,12,12,Mechanical Failure
e39b4535,1/15/2024,2:17:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Storm,Icy,5,2,7,10,Mechanical Failure
18d49e2d,1/15/2024,5:36:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Fog,Dry,2,5,8,13,Distracted Driving
f6132f49,1/15/2024,12:57:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Frost,Wet,2,10,7,7,Distracted Driving
8.23E+28,1/15/2024,1:25:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Clear,Gravel,4,6,6,9,Drunk Driving
e4da7a16,1/15/2024,2:19:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Frost,Frosty,4,2,12,12,Reckless Driving
1346c442,1/15/2024,2:23:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Rain,Dry,3,4,6,9,Speeding
dbb81e7f,1/15/2024,3:40:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Wet,5,8,14,14,Distracted Driving
ea2aead8,1/15/2024,3:59:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Dry,3,10,6,10,Drunk Driving
6201abc1,1/15/2024,4:44:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Wet,5,4,6,10,Drunk Driving
255efb1a,1/15/2024,6:15:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Gravel,2,8,10,11,Reckless Driving
47f69e92,1/15/2024,7:53:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Fog,Dry,4,7,8,13,Drunk Driving
46607bfa,1/15/2024,11:13:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Wet,4,8,10,12,Speeding
8f6f706c,1/16/2024,1:47:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Rain,Dry,4,2,7,10,Speeding
28ef8423,1/16/2024,3:45:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Frosty,2,9,6,10,Distracted Driving
b4fc2ec3,1/16/2024,5:38:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Clear,Wet,3,1,14,14,Weather Conditions
3d0bb5fb,1/16/2024,9:15:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Clear,Gravel,2,0,8,13,Reckless Driving
d458d3ab,1/16/2024,11:11:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Fog,Wet,5,0,8,13,Speeding
dae0ad4d,1/16/2024,11:52:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Fog,Icy,4,7,12,12,Speeding
3569cbfb,1/16/2024,12:44:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Wet,5,8,6,10,Speeding
888e4b8c,1/16/2024,1:08:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Frost,Gravel,5,8,7,10,Mechanical Failure
1ac74b68,1/16/2024,9:01:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Gravel,1,3,14,14,Reckless Driving
b4f4231b,1/16/2024,10:03:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Hail,Wet,2,0,10,12,Drunk Driving
7d723769,1/17/2024,3:17:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Dry,2,4,7,7,Weather Conditions
76dca0b8,1/17/2024,6:02:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Dry,2,0,7,7,Speeding
e096f0aa,1/17/2024,8:35:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Clear,Under Construction,2,3,7,7,Drunk Driving
d2315555,1/17/2024,10:04:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Rain,Icy,4,1,10,11,Weather Conditions
ab741ec1,1/17/2024,12:51:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Dry,2,1,6,10,Speeding
d21b6562,1/17/2024,3:40:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Clear,Wet,1,2,7,10,Speeding
3a7887d4,1/17/2024,6:45:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Gravel,3,2,8,8,Mechanical Failure
8d761881,1/17/2024,9:42:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Frost,Gravel,5,2,10,12,Reckless Driving
8.86E+07,1/17/2024,10:05:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Wet,2,0,12,12,Mechanical Failure
ac3f0328,1/17/2024,11:09:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Frost,Dry,4,7,7,7,Distracted Driving
32229fa6,1/18/2024,3:51:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Icy,2,8,14,14,Mechanical Failure
df8851ab,1/18/2024,5:36:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Frost,Frosty,2,3,7,7,Drunk Driving
ee598ce7,1/18/2024,6:03:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Hail,Icy,4,9,7,7,Mechanical Failure
7c8b8b5e,1/18/2024,10:03:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Rain,Dry,5,2,7,10,Speeding
0f84c64c,1/18/2024,11:37:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Under Construction,4,10,10,12,Reckless Driving
69520aed,1/18/2024,4:07:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Fog,Icy,1,7,8,13,Drunk Driving
eb336b9e,1/18/2024,6:19:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Gravel,3,4,14,14,Speeding
531876d5,1/18/2024,9:07:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Rain,Icy,1,10,14,14,Weather Conditions
b29d4921,1/18/2024,10:18:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Rain,Icy,3,6,6,9,Speeding
67f44572,1/18/2024,10:23:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Rain,Icy,4,8,6,9,Drunk Driving
66796275,1/18/2024,11:57:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Frost,Dry,3,2,7,7,Mechanical Failure
4009347f,1/19/2024,12:58:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Clear,Dry,5,1,8,13,Mechanical Failure
bf073b01,1/19/2024,1:36:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Fog,Frosty,2,2,10,11,Weather Conditions
863d99f0,1/19/2024,3:27:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Fog,Under Construction,1,0,10,11,Speeding
c231378e,1/19/2024,3:51:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Storm,Icy,5,0,7,10,Distracted Driving
888d7319,1/19/2024,4:09:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Rain,Under Construction,1,0,7,7,Weather Conditions
453c4c63,1/19/2024,4:35:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Hail,Dry,3,0,10,12,Reckless Driving
e1e2bd03,1/19/2024,5:52:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Storm,Dry,4,0,7,7,Distracted Driving
d1d10970,1/19/2024,10:36:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Frost,Dry,2,0,10,12,Speeding
42d153ff,1/19/2024,10:42:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Gravel,4,4,10,12,Reckless Driving
f54c4dfa,1/19/2024,11:16:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Hail,Dry,1,7,8,13,Drunk Driving
e587b56b,1/19/2024,2:12:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Rain,Dry,5,2,8,8,Drunk Driving
e053a4c0,1/19/2024,2:17:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Hail,Wet,2,5,6,9,Mechanical Failure
9af25ae8,1/19/2024,3:06:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Gravel,2,10,12,12,Weather Conditions
8ed534f3,1/19/2024,3:47:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Fog,Frosty,2,7,7,10,Speeding
76009b20,1/19/2024,8:36:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Icy,4,0,10,11,Reckless Driving
f3383b9e,1/19/2024,10:28:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Frost,Icy,1,8,7,10,Reckless Driving
a5e5eb52,1/20/2024,12:41:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Storm,Wet,1,0,8,13,Drunk Driving
42711eaf,1/20/2024,3:32:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Under Construction,1,6,6,10,Weather Conditions
8592e8bb,1/20/2024,5:41:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Rain,Wet,2,5,7,10,Drunk Driving
e7b1df65,1/20/2024,6:02:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Frost,Dry,3,7,6,9,Reckless Driving
ab45dd2b,1/20/2024,6:45:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Clear,Wet,5,8,12,12,Speeding
acb1ee35,1/20/2024,7:11:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Hail,Gravel,4,3,7,7,Speeding
874230b8,1/20/2024,8:10:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Wet,4,7,6,9,Drunk Driving
56ca98fa,1/20/2024,8:29:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Hail,Gravel,5,0,12,12,Reckless Driving
f0cdbe6a,1/20/2024,10:32:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Under Construction,3,2,10,12,Speeding
7292fba6,1/20/2024,11:07:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Frost,Wet,4,7,14,14,Mechanical Failure
98a83469,1/20/2024,1:23:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Dry,5,4,12,12,Weather Conditions
367ee496,1/20/2024,1:28:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Hail,Frosty,4,2,10,12,Speeding
363451d6,1/20/2024,2:33:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Fog,Dry,3,0,12,12,Speeding
e74e7a4c,1/20/2024,2:39:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Storm,Dry,2,7,8,13,Drunk Driving
31cad4f7,1/20/2024,3:33:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Gravel,1,1,7,7,Weather Conditions
6a21f887,1/20/2024,3:42:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Frosty,1,6,6,9,Speeding
5eb05785,1/20/2024,4:58:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Icy,2,0,6,10,Drunk Driving
2e657ccd,1/20/2024,5:14:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Under Construction,1,9,8,13,Speeding
414bfc8a,1/20/2024,5:17:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Fog,Under Construction,4,4,7,10,Weather Conditions
